name,pdb_file,electrophile_smiles,warhead_type,is_protonated,total_residues,step0_starting_count,step0_filtered_count,step0_relative_reduction_pct,step0_absolute_reduction_pct,step1_starting_count,step1_filtered_count,step1_relative_reduction_pct,step1_absolute_reduction_pct,step2_starting_count,step2_filtered_count,step2_relative_reduction_pct,step2_absolute_reduction_pct,step3_starting_count,step3_filtered_count,step3_relative_reduction_pct,step3_absolute_reduction_pct,step4_starting_count,step4_filtered_count,step4_relative_reduction_pct,step4_absolute_reduction_pct,found_site,found_site_with_HSAB
1RHM-NA4,1RHM,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1,Aldehyde,TRUE,462,462,146,68.4,68.4,146,80,45.21,82.68,80,42,47.5,90.91,42,10,76.19,97.84,10,0,100,100,TRUE,no matches
1RHM-NA4,1RHM,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1,Aldehyde,FALSE,462,462,146,68.4,68.4,146,80,45.21,82.68,80,34,57.5,92.64,34,34,0,92.64,34,16,52.94,96.54,FALSE,FALSE
1RWN-4QB,1RWN,CC[C@H](CCCCNC(=O)c1ccc(Nc2cnc3ccccc3n2)cc1)C(=O)N[C@H](C=O)CC(=O)O,Aldehyde,TRUE,261,261,78,70.11,70.11,78,58,25.64,77.78,58,27,53.45,89.66,27,10,62.96,96.17,10,0,100,100,TRUE,no matches
1RWN-4QB,1RWN,CC[C@H](CCCCNC(=O)c1ccc(Nc2cnc3ccccc3n2)cc1)C(=O)N[C@H](C=O)CC(=O)O,Aldehyde,FALSE,261,261,78,70.11,70.11,78,58,25.64,77.78,58,20,65.52,92.34,20,20,0,92.34,20,15,25,94.25,TRUE,FALSE
1RWP-HQC,1RWP,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,Aldehyde,TRUE,261,261,78,70.11,70.11,78,56,28.21,78.54,56,26,53.57,90.04,26,9,65.38,96.55,9,0,100,100,TRUE,no matches
1RWP-HQC,1RWP,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,Aldehyde,FALSE,261,261,78,70.11,70.11,78,56,28.21,78.54,56,10,82.14,96.17,10,10,0,96.17,10,0,100,100,TRUE,no matches
1RWX-YBH,1RWX,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc(Oc2cnc3ccccc3n2)cc1)c1cccs1,Aldehyde,TRUE,266,266,78,70.68,70.68,78,59,24.36,77.82,59,27,54.24,89.85,27,10,62.96,96.24,10,0,100,100,TRUE,no matches
1RWX-YBH,1RWX,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc(Oc2cnc3ccccc3n2)cc1)c1cccs1,Aldehyde,FALSE,266,266,78,70.68,70.68,78,59,24.36,77.82,59,21,64.41,92.11,21,21,0,92.11,21,16,23.81,93.98,TRUE,FALSE
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Aldehyde,TRUE,213,213,63,70.42,70.42,63,40,36.51,81.22,40,21,47.5,90.14,21,3,85.71,98.59,3,0,100,100,TRUE,no matches
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Aldehyde,FALSE,213,213,63,70.42,70.42,63,40,36.51,81.22,40,12,70,94.37,12,12,0,94.37,12,9,25,95.77,TRUE,FALSE
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Activated ester,TRUE,213,213,63,70.42,70.42,63,40,36.51,81.22,40,21,47.5,90.14,21,0,100,100,0,0,0,100,no matches,no matches
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Activated ester,FALSE,213,213,63,70.42,70.42,63,40,36.51,81.22,40,16,60,92.49,16,0,100,100,0,0,0,100,no matches,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Aldehyde,TRUE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,21,44.74,90.23,21,3,85.71,98.6,3,0,100,100,TRUE,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Aldehyde,FALSE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,8,78.95,96.28,8,8,0,96.28,8,4,50,98.14,FALSE,FALSE
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Activated ester,TRUE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,21,44.74,90.23,21,0,100,100,0,0,0,100,no matches,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Activated ester,FALSE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,13,65.79,93.95,13,0,100,100,0,0,0,100,no matches,no matches
2G8E-0M6,2G8E,CC(C)C[C@H](NC(=S)Nc1ccccc1)C(=O)N[C@H](CO)CCO,No warhead found,,,,,,,,,,,,,,,,,,,,,,,,
2GX4-NOL,2GX4,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Activated ester,TRUE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,18,66.04,94.12,18,0,100,100,0,0,0,100,no matches,no matches
2GX4-NOL,2GX4,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Activated ester,FALSE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,32,39.62,89.54,32,0,100,100,0,0,0,100,no matches,no matches
2OP3-TF5,2OP3,OCCOc1ccccc1-c1ccc(F)c(F)c1F,No warhead found,,,,,,,,,,,,,,,,,,,,,,,,
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Ketone (reactive),TRUE,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,4,73.33,98.19,4,3,25,98.64,TRUE,TRUE
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Ketone (reactive),FALSE,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,15,0,93.21,15,3,80,98.64,TRUE,TRUE
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Activated ester,TRUE,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,0,100,100,0,0,0,100,no matches,no matches
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Activated ester,FALSE,221,221,63,71.49,71.49,63,36,42.86,83.71,36,10,72.22,95.48,10,0,100,100,0,0,0,100,no matches,no matches
3OVX-O64,3OVX,CC[C@@H](C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl,Aldehyde,TRUE,434,434,142,67.28,67.28,142,79,44.37,81.8,79,41,48.1,90.55,41,9,78.05,97.93,9,0,100,100,FALSE,no matches
3OVX-O64,3OVX,CC[C@@H](C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl,Aldehyde,FALSE,434,434,142,67.28,67.28,142,79,44.37,81.8,79,38,51.9,91.24,38,38,0,91.24,38,30,21.05,93.09,FALSE,FALSE
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Alpha-beta unsaturated carbonyl (Michael acceptor),TRUE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,18,66.04,94.12,18,7,61.11,97.71,7,2,71.43,99.35,TRUE,TRUE
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Alpha-beta unsaturated carbonyl (Michael acceptor),FALSE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,25,52.83,91.83,25,25,0,91.83,25,2,92,99.35,TRUE,TRUE
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Acrylamide warhead,TRUE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,18,66.04,94.12,18,7,61.11,97.71,7,2,71.43,99.35,TRUE,TRUE
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Acrylamide warhead,FALSE,306,306,84,72.55,72.55,84,53,36.9,82.68,53,25,52.83,91.83,25,25,0,91.83,25,2,92,99.35,TRUE,TRUE
4DCD-K36,4DCD,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Activated ester,TRUE,184,184,51,72.28,72.28,51,34,33.33,81.52,34,17,50,90.76,17,0,100,100,0,0,0,100,no matches,no matches
4DCD-K36,4DCD,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Activated ester,FALSE,184,184,51,72.28,72.28,51,34,33.33,81.52,34,15,55.88,91.85,15,0,100,100,0,0,0,100,no matches,no matches
4TWY-3BL,4TWY,O=C[C@H](Cc1cnc[nH]1)NC[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)c1ccc(-c2ccccc2)cc1,Aldehyde,TRUE,306,306,84,72.55,72.55,84,54,35.71,82.35,54,19,64.81,93.79,19,8,57.89,97.39,8,0,100,100,TRUE,no matches
4TWY-3BL,4TWY,O=C[C@H](Cc1cnc[nH]1)NC[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)c1ccc(-c2ccccc2)cc1,Aldehyde,FALSE,306,306,84,72.55,72.55,84,54,35.71,82.35,54,13,75.93,95.75,13,13,0,95.75,13,0,100,100,TRUE,no matches
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Alpha-beta unsaturated carbonyl (Michael acceptor),TRUE,362,362,84,76.8,76.8,84,51,39.29,85.91,51,28,45.1,92.27,28,12,57.14,96.69,12,2,83.33,99.45,TRUE,TRUE
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Alpha-beta unsaturated carbonyl (Michael acceptor),FALSE,362,362,84,76.8,76.8,84,51,39.29,85.91,51,23,54.9,93.65,23,23,0,93.65,23,2,91.3,99.45,TRUE,TRUE
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Acrylamide warhead,TRUE,362,362,84,76.8,76.8,84,51,39.29,85.91,51,28,45.1,92.27,28,12,57.14,96.69,12,2,83.33,99.45,TRUE,TRUE
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Acrylamide warhead,FALSE,362,362,84,76.8,76.8,84,51,39.29,85.91,51,23,54.9,93.65,23,23,0,93.65,23,2,91.3,99.45,TRUE,TRUE
5C1X-GHX,5C1X,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)OCc1ccccc1,Activated ester,TRUE,362,362,84,76.8,76.8,84,53,36.9,85.36,53,28,47.17,92.27,28,0,100,100,0,0,0,100,no matches,no matches
5C1X-GHX,5C1X,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)OCc1ccccc1,Activated ester,FALSE,362,362,84,76.8,76.8,84,53,36.9,85.36,53,25,52.83,93.09,25,0,100,100,0,0,0,100,no matches,no matches
5C1Y-GHY,5C1Y,CC(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Activated ester,TRUE,181,181,42,76.8,76.8,42,28,33.33,84.53,28,14,50,92.27,14,0,100,100,0,0,0,100,no matches,no matches
5C1Y-GHY,5C1Y,CC(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Activated ester,FALSE,181,181,42,76.8,76.8,42,28,33.33,84.53,28,12,57.14,93.37,12,0,100,100,0,0,0,100,no matches,no matches
5DGJ-V64,5DGJ,CC(C)(C)OC(=O)N[C@H]1CCc2nnc(o2)CCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC2CCCCC2)NC1=O,Activated ester,TRUE,168,168,43,74.4,74.4,43,34,20.93,79.76,34,14,58.82,91.67,14,0,100,100,0,0,0,100,no matches,no matches
5DGJ-V64,5DGJ,CC(C)(C)OC(=O)N[C@H]1CCc2nnc(o2)CCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC2CCCCC2)NC1=O,Activated ester,FALSE,168,168,43,74.4,74.4,43,34,20.93,79.76,34,21,38.24,87.5,21,0,100,100,0,0,0,100,no matches,no matches
5TG2-V69,5TG2,CCCCC[C@@H]1CCCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)O1,Activated ester,TRUE,162,162,41,74.69,74.69,41,31,24.39,80.86,31,8,74.19,95.06,8,0,100,100,0,0,0,100,no matches,no matches
5TG2-V69,5TG2,CCCCC[C@@H]1CCCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)O1,Activated ester,FALSE,162,162,41,74.69,74.69,41,31,24.39,80.86,31,11,64.52,93.21,11,0,100,100,0,0,0,100,no matches,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Ketone (reactive),TRUE,215,215,63,70.7,70.7,63,39,38.1,81.86,39,21,46.15,90.23,21,3,85.71,98.6,3,3,0,98.6,TRUE,TRUE
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Ketone (reactive),FALSE,215,215,63,70.7,70.7,63,39,38.1,81.86,39,13,66.67,93.95,13,13,0,93.95,13,0,100,100,FALSE,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Activated ester,TRUE,215,215,63,70.7,70.7,63,39,38.1,81.86,39,21,46.15,90.23,21,0,100,100,0,0,0,100,no matches,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Activated ester,FALSE,215,215,63,70.7,70.7,63,39,38.1,81.86,39,17,56.41,92.09,17,0,100,100,0,0,0,100,no matches,no matches
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Ketone (reactive),TRUE,215,215,63,70.7,70.7,63,40,36.51,81.4,40,21,47.5,90.23,21,3,85.71,98.6,3,3,0,98.6,TRUE,TRUE
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Ketone (reactive),FALSE,215,215,63,70.7,70.7,63,40,36.51,81.4,40,7,82.5,96.74,7,7,0,96.74,7,3,57.14,98.6,TRUE,TRUE
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Activated ester,TRUE,215,215,63,70.7,70.7,63,40,36.51,81.4,40,21,47.5,90.23,21,0,100,100,0,0,0,100,no matches,no matches
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Activated ester,FALSE,215,215,63,70.7,70.7,63,40,36.51,81.4,40,13,67.5,93.95,13,0,100,100,0,0,0,100,no matches,no matches
1BGO-I10,1BGO,CC(C)C[C@@H](C(=O)NC[C@@H](O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,Sulfonamide (activated),TRUE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,20,47.37,90.7,20,0,100,100,0,0,0,100,no matches,no matches
1BGO-I10,1BGO,CC(C)C[C@@H](C(=O)NC[C@@H](O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,Sulfonamide (activated),FALSE,215,215,63,70.7,70.7,63,38,39.68,82.33,38,9,76.32,95.81,9,0,100,100,0,0,0,100,no matches,no matches
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Ketone (reactive),TRUE,430,430,126,70.7,70.7,126,78,38.1,81.86,78,42,46.15,90.23,42,6,85.71,98.6,6,6,0,98.6,TRUE,TRUE
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Ketone (reactive),FALSE,430,430,126,70.7,70.7,126,78,38.1,81.86,78,32,58.97,92.56,32,32,0,92.56,32,6,81.25,98.6,TRUE,TRUE
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Sulfonamide (activated),TRUE,430,430,126,70.7,70.7,126,78,38.1,81.86,78,42,46.15,90.23,42,0,100,100,0,0,0,100,no matches,no matches
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Sulfonamide (activated),FALSE,430,430,126,70.7,70.7,126,78,38.1,81.86,78,16,79.49,96.28,16,0,100,100,0,0,0,100,no matches,no matches
1RHJ-PZN,1RHJ,CCCCCCN(C)CC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC)n1cc(C(C)(C)C)nc(NCc2nonc2C)c1=O,Ketone (reactive),TRUE,462,462,146,68.4,68.4,146,82,43.84,82.25,82,42,48.78,90.91,42,10,76.19,97.84,10,4,60,99.13,TRUE,TRUE
1RHJ-PZN,1RHJ,CCCCCCN(C)CC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC)n1cc(C(C)(C)C)nc(NCc2nonc2C)c1=O,Ketone (reactive),FALSE,462,462,146,68.4,68.4,146,82,43.84,82.25,82,21,74.39,95.45,21,21,0,95.45,21,4,80.95,99.13,TRUE,TRUE
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Ketone (reactive),TRUE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,51,33.77,88.14,51,15,70.59,96.51,15,5,66.67,98.84,TRUE,TRUE
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Ketone (reactive),FALSE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,26,66.23,93.95,26,26,0,93.95,26,0,100,100,FALSE,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ketone,TRUE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,51,33.77,88.14,51,15,70.59,96.51,15,5,66.67,98.84,TRUE,TRUE
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ketone,FALSE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,26,66.23,93.95,26,26,0,93.95,26,0,100,100,FALSE,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ester,TRUE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,51,33.77,88.14,51,0,100,100,0,0,0,100,no matches,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ester,FALSE,430,430,126,70.7,70.7,126,77,38.89,82.09,77,18,76.62,95.81,18,0,100,100,0,0,0,100,no matches,no matches
1YT7-3FC,1YT7,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O,Ketone (reactive),TRUE,214,214,63,70.56,70.56,63,41,34.92,80.84,41,28,31.71,86.92,28,10,64.29,95.33,10,3,70,98.6,TRUE,TRUE
1YT7-3FC,1YT7,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O,Ketone (reactive),FALSE,214,214,63,70.56,70.56,63,41,34.92,80.84,41,10,75.61,95.33,10,10,0,95.33,10,3,70,98.6,TRUE,TRUE
