name,pdb_file,electrophile_smiles,warhead_type,is_protonated,total_residues,step0_starting_count,step0_filtered_count,step0_relative_reduction_pct,step0_absolute_reduction_pct,step1_starting_count,step1_filtered_count,step1_relative_reduction_pct,step1_absolute_reduction_pct,step2_starting_count,step2_filtered_count,step2_relative_reduction_pct,step2_absolute_reduction_pct,step3_starting_count,step3_filtered_count,step3_relative_reduction_pct,step3_absolute_reduction_pct,step4_starting_count,step4_filtered_count,step4_relative_reduction_pct,step4_absolute_reduction_pct,found_site,found_site_with_HSAB
1Q6K-TCO,1Q6K,CC(C)(C)OC(=O)N[C@H](C=O)C1CCCCC1,Carbamate (amide-like),True,215,215,63,70.70,70.70,63,37,41.27,82.79,37,21,43.24,90.23,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1Q6K-TCO,1Q6K,CC(C)(C)OC(=O)N[C@H](C=O)C1CCCCC1,Carbamate (amide-like),False,215,215,63,70.70,70.70,63,37,41.27,82.79,37,16,56.76,92.56,16,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1RE1-NA3,1RE1,O=C[C@H](CC(=O)O)NC(=O)c1cncc(Br)c1,Aldehyde,True,231,231,73,68.40,68.40,73,46,36.99,80.09,46,23,50.00,90.04,23,7,69.57,96.97,7,0,100.00,100.00,True,no matches
1RE1-NA3,1RE1,O=C[C@H](CC(=O)O)NC(=O)c1cncc(Br)c1,Aldehyde,False,231,231,73,68.40,68.40,73,46,36.99,80.09,46,17,63.04,92.64,17,17,0.00,92.64,17,8,52.94,96.54,True,False
1RHM-NA4,1RHM,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1,Aldehyde,True,462,462,146,68.40,68.40,146,80,45.21,82.68,80,42,47.50,90.91,42,10,76.19,97.84,10,0,100.00,100.00,True,no matches
1RHM-NA4,1RHM,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1,Aldehyde,False,462,462,146,68.40,68.40,146,80,45.21,82.68,80,34,57.50,92.64,34,34,0.00,92.64,34,16,52.94,96.54,False,False
1RWN-4QB,1RWN,CC[C@H](CCCCNC(=O)c1ccc(Nc2cnc3ccccc3n2)cc1)C(=O)N[C@H](C=O)CC(=O)O,Aldehyde,True,261,261,78,70.11,70.11,78,58,25.64,77.78,58,27,53.45,89.66,27,10,62.96,96.17,10,0,100.00,100.00,True,no matches
1RWN-4QB,1RWN,CC[C@H](CCCCNC(=O)c1ccc(Nc2cnc3ccccc3n2)cc1)C(=O)N[C@H](C=O)CC(=O)O,Aldehyde,False,261,261,78,70.11,70.11,78,58,25.64,77.78,58,20,65.52,92.34,20,20,0.00,92.34,20,15,25.00,94.25,True,False
1RWP-HQC,1RWP,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,Aldehyde,True,261,261,78,70.11,70.11,78,56,28.21,78.54,56,26,53.57,90.04,26,9,65.38,96.55,9,0,100.00,100.00,True,no matches
1RWP-HQC,1RWP,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,Aldehyde,False,261,261,78,70.11,70.11,78,56,28.21,78.54,56,10,82.14,96.17,10,10,0.00,96.17,10,0,100.00,100.00,True,no matches
1RWX-YBH,1RWX,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc(Oc2cnc3ccccc3n2)cc1)c1cccs1,Aldehyde,True,266,266,78,70.68,70.68,78,59,24.36,77.82,59,27,54.24,89.85,27,10,62.96,96.24,10,0,100.00,100.00,True,no matches
1RWX-YBH,1RWX,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc(Oc2cnc3ccccc3n2)cc1)c1cccs1,Aldehyde,False,266,266,78,70.68,70.68,78,59,24.36,77.82,59,21,64.41,92.11,21,21,0.00,92.11,21,16,23.81,93.98,True,False
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Aldehyde,True,213,213,63,70.42,70.42,63,40,36.51,81.22,40,21,47.50,90.14,21,3,85.71,98.59,3,0,100.00,100.00,True,no matches
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Aldehyde,False,213,213,63,70.42,70.42,63,40,36.51,81.22,40,12,70.00,94.37,12,12,0.00,94.37,12,9,25.00,95.77,True,False
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Carbamate (amide-like),True,213,213,63,70.42,70.42,63,40,36.51,81.22,40,21,47.50,90.14,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2AUX-CT1,2AUX,CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C,Carbamate (amide-like),False,213,213,63,70.42,70.42,63,40,36.51,81.22,40,16,60.00,92.49,16,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Aldehyde,True,215,215,63,70.70,70.70,63,38,39.68,82.33,38,21,44.74,90.23,21,3,85.71,98.60,3,0,100.00,100.00,True,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Aldehyde,False,215,215,63,70.70,70.70,63,38,39.68,82.33,38,8,78.95,96.28,8,8,0.00,96.28,8,4,50.00,98.14,False,False
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Carbamate (amide-like),True,215,215,63,70.70,70.70,63,38,39.68,82.33,38,21,44.74,90.23,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2AUZ-CT2,2AUZ,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1,Carbamate (amide-like),False,215,215,63,70.70,70.70,63,38,39.68,82.33,38,13,65.79,93.95,13,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2G8E-0M6,2G8E,CC(C)C[C@H](NC(=S)Nc1ccccc1)C(=O)N[C@H](CO)CCO,No warhead found,,,,,,,,,,,,,,,,,,,,,,,,
2GX4-NOL,2GX4,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Carbamate (amide-like),True,306,306,84,72.55,72.55,84,53,36.90,82.68,53,18,66.04,94.12,18,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2GX4-NOL,2GX4,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Carbamate (amide-like),False,306,306,84,72.55,72.55,84,53,36.90,82.68,53,32,39.62,89.54,32,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
2OP3-TF5,2OP3,OCCOc1ccccc1-c1ccc(F)c(F)c1F,No warhead found,,,,,,,,,,,,,,,,,,,,,,,,
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Ketone (reactive),True,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,4,73.33,98.19,4,3,25.00,98.64,True,True
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Ketone (reactive),False,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,15,0.00,93.21,15,3,80.00,98.64,True,True
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Carbamate (amide-like),True,221,221,63,71.49,71.49,63,36,42.86,83.71,36,15,58.33,93.21,15,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
3OF8-I0Y,3OF8,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)CO)cc1,Carbamate (amide-like),False,221,221,63,71.49,71.49,63,36,42.86,83.71,36,10,72.22,95.48,10,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
3OVX-O64,3OVX,CC[C@@H](C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl,Aldehyde,True,434,434,142,67.28,67.28,142,79,44.37,81.80,79,41,48.10,90.55,41,9,78.05,97.93,9,0,100.00,100.00,False,no matches
3OVX-O64,3OVX,CC[C@@H](C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl,Aldehyde,False,434,434,142,67.28,67.28,142,79,44.37,81.80,79,38,51.90,91.24,38,38,0.00,91.24,38,30,21.05,93.09,False,False
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Alpha-beta unsaturated carbonyl (Michael acceptor),True,306,306,84,72.55,72.55,84,53,36.90,82.68,53,18,66.04,94.12,18,7,61.11,97.71,7,2,71.43,99.35,True,True
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Alpha-beta unsaturated carbonyl (Michael acceptor),False,306,306,84,72.55,72.55,84,53,36.90,82.68,53,25,52.83,91.83,25,25,0.00,91.83,25,2,92.00,99.35,True,True
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Acrylamide warhead,True,306,306,84,72.55,72.55,84,53,36.90,82.68,53,18,66.04,94.12,18,7,61.11,97.71,7,2,71.43,99.35,True,True
3SN8-S89,3SN8,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,Acrylamide warhead,False,306,306,84,72.55,72.55,84,53,36.90,82.68,53,25,52.83,91.83,25,25,0.00,91.83,25,2,92.00,99.35,True,True
4DCD-K36,4DCD,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Carbamate (amide-like),True,184,184,51,72.28,72.28,51,34,33.33,81.52,34,17,50.00,90.76,17,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
4DCD-K36,4DCD,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Carbamate (amide-like),False,184,184,51,72.28,72.28,51,34,33.33,81.52,34,15,55.88,91.85,15,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
4TWY-3BL,4TWY,O=C[C@H](Cc1cnc[nH]1)NC[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)c1ccc(-c2ccccc2)cc1,Aldehyde,True,306,306,84,72.55,72.55,84,54,35.71,82.35,54,19,64.81,93.79,19,8,57.89,97.39,8,0,100.00,100.00,True,no matches
4TWY-3BL,4TWY,O=C[C@H](Cc1cnc[nH]1)NC[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)c1ccc(-c2ccccc2)cc1,Aldehyde,False,306,306,84,72.55,72.55,84,54,35.71,82.35,54,13,75.93,95.75,13,13,0.00,95.75,13,0,100.00,100.00,True,no matches
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Alpha-beta unsaturated carbonyl (Michael acceptor),True,362,362,84,76.80,76.80,84,51,39.29,85.91,51,28,45.10,92.27,28,12,57.14,96.69,12,2,83.33,99.45,True,True
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Alpha-beta unsaturated carbonyl (Michael acceptor),False,362,362,84,76.80,76.80,84,51,39.29,85.91,51,23,54.90,93.65,23,23,0.00,93.65,23,2,91.30,99.45,True,True
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Acrylamide warhead,True,362,362,84,76.80,76.80,84,51,39.29,85.91,51,28,45.10,92.27,28,12,57.14,96.69,12,2,83.33,99.45,True,True
5C1U-GHV,5C1U,CN(C)c1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C[C@@H]2CCNC2=O)cc1,Acrylamide warhead,False,362,362,84,76.80,76.80,84,51,39.29,85.91,51,23,54.90,93.65,23,23,0.00,93.65,23,2,91.30,99.45,True,True
5C1X-GHX,5C1X,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)OCc1ccccc1,Carbamate (amide-like),True,362,362,84,76.80,76.80,84,53,36.90,85.36,53,28,47.17,92.27,28,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5C1X-GHX,5C1X,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)OCc1ccccc1,Carbamate (amide-like),False,362,362,84,76.80,76.80,84,53,36.90,85.36,53,25,52.83,93.09,25,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5C1Y-GHY,5C1Y,CC(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Carbamate (amide-like),True,181,181,42,76.80,76.80,42,28,33.33,84.53,28,14,50.00,92.27,14,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5C1Y-GHY,5C1Y,CC(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,Carbamate (amide-like),False,181,181,42,76.80,76.80,42,28,33.33,84.53,28,12,57.14,93.37,12,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5DGJ-V64,5DGJ,CC(C)(C)OC(=O)N[C@H]1CCc2nnc(o2)CCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC2CCCCC2)NC1=O,Carbamate (amide-like),True,168,168,43,74.40,74.40,43,34,20.93,79.76,34,14,58.82,91.67,14,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5DGJ-V64,5DGJ,CC(C)(C)OC(=O)N[C@H]1CCc2nnc(o2)CCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC2CCCCC2)NC1=O,Carbamate (amide-like),False,168,168,43,74.40,74.40,43,34,20.93,79.76,34,21,38.24,87.50,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5TG2-V69,5TG2,CCCCC[C@@H]1CCCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)O1,Carbamate (amide-like),True,162,162,41,74.69,74.69,41,31,24.39,80.86,31,8,74.19,95.06,8,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
5TG2-V69,5TG2,CCCCC[C@@H]1CCCCCNC(=O)CC[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)O1,Carbamate (amide-like),False,162,162,41,74.69,74.69,41,31,24.39,80.86,31,11,64.52,93.21,11,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Ketone (reactive),True,215,215,63,70.70,70.70,63,39,38.10,81.86,39,21,46.15,90.23,21,3,85.71,98.60,3,3,0.00,98.60,True,True
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Ketone (reactive),False,215,215,63,70.70,70.70,63,39,38.10,81.86,39,13,66.67,93.95,13,13,0.00,93.95,13,0,100.00,100.00,False,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Carbamate (amide-like),True,215,215,63,70.70,70.70,63,39,38.10,81.86,39,21,46.15,90.23,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1AU3-PCM,1AU3,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,Carbamate (amide-like),False,215,215,63,70.70,70.70,63,39,38.10,81.86,39,17,56.41,92.09,17,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Ketone (reactive),True,215,215,63,70.70,70.70,63,40,36.51,81.40,40,21,47.50,90.23,21,3,85.71,98.60,3,3,0.00,98.60,True,True
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Ketone (reactive),False,215,215,63,70.70,70.70,63,40,36.51,81.40,40,7,82.50,96.74,7,7,0.00,96.74,7,3,57.14,98.60,True,True
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Carbamate (amide-like),True,215,215,63,70.70,70.70,63,40,36.51,81.40,40,21,47.50,90.23,21,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1AU4-INP,1AU4,CC(C)C[C@@H](CN1CC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,Carbamate (amide-like),False,215,215,63,70.70,70.70,63,40,36.51,81.40,40,13,67.50,93.95,13,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1BGO-I10,1BGO,CC(C)C[C@@H](C(=O)NC[C@@H](O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,Sulfonamide (activated),True,215,215,63,70.70,70.70,63,38,39.68,82.33,38,20,47.37,90.70,20,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1BGO-I10,1BGO,CC(C)C[C@@H](C(=O)NC[C@@H](O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,Sulfonamide (activated),False,215,215,63,70.70,70.70,63,38,39.68,82.33,38,9,76.32,95.81,9,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Ketone (reactive),True,430,430,126,70.70,70.70,126,78,38.10,81.86,78,42,46.15,90.23,42,6,85.71,98.60,6,6,0.00,98.60,True,True
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Ketone (reactive),False,430,430,126,70.70,70.70,126,78,38.10,81.86,78,32,58.97,92.56,32,32,0.00,92.56,32,6,81.25,98.60,True,True
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Sulfonamide (activated),True,430,430,126,70.70,70.70,126,78,38.10,81.86,78,42,46.15,90.23,42,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1NLJ-2CA,1NLJ,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,Sulfonamide (activated),False,430,430,126,70.70,70.70,126,78,38.10,81.86,78,16,79.49,96.28,16,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1RHJ-PZN,1RHJ,CCCCCCN(C)CC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC)n1cc(C(C)(C)C)nc(NCc2nonc2C)c1=O,Ketone (reactive),True,462,462,146,68.40,68.40,146,82,43.84,82.25,82,42,48.78,90.91,42,10,76.19,97.84,10,4,60.00,99.13,True,True
1RHJ-PZN,1RHJ,CCCCCCN(C)CC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC)n1cc(C(C)(C)C)nc(NCc2nonc2C)c1=O,Ketone (reactive),False,462,462,146,68.40,68.40,146,82,43.84,82.25,82,21,74.39,95.45,21,21,0.00,95.45,21,4,80.95,99.13,True,True
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Ketone (reactive),True,430,430,126,70.70,70.70,126,77,38.89,82.09,77,51,33.77,88.14,51,15,70.59,96.51,15,5,66.67,98.84,True,True
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Ketone (reactive),False,430,430,126,70.70,70.70,126,77,38.89,82.09,77,26,66.23,93.95,26,26,0.00,93.95,26,0,100.00,100.00,False,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ketone,True,430,430,126,70.70,70.70,126,77,38.89,82.09,77,51,33.77,88.14,51,15,70.59,96.51,15,5,66.67,98.84,True,True
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Activated ketone,False,430,430,126,70.70,70.70,126,77,38.89,82.09,77,26,66.23,93.95,26,26,0.00,93.95,26,0,100.00,100.00,False,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Carbamate (amide-like),True,430,430,126,70.70,70.70,126,77,38.89,82.09,77,51,33.77,88.14,51,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1TU6-FSP,1TU6,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,Carbamate (amide-like),False,430,430,126,70.70,70.70,126,77,38.89,82.09,77,18,76.62,95.81,18,0,100.00,100.00,0,0,0.00,100.00,no matches,no matches
1YT7-3FC,1YT7,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O,Ketone (reactive),True,214,214,63,70.56,70.56,63,41,34.92,80.84,41,28,31.71,86.92,28,10,64.29,95.33,10,3,70.00,98.60,True,True
1YT7-3FC,1YT7,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O,Ketone (reactive),False,214,214,63,70.56,70.56,63,41,34.92,80.84,41,10,75.61,95.33,10,10,0.00,95.33,10,3,70.00,98.60,True,True
